customerNr,year_of_birth,education,marital_status,income,kids,teens,customer_since,last_purchase_in_days,web_purchases,catalog_purchases,store_purchases,web_visits,campaign3,campaign4,campaign5,campaign1,campaign2,country
6404,1969,Graduation,Together,"$58,917.00",1,2,3/24/13,10,4,1,6,5,0,0,0,0,0,SA
10240,1949,Graduation,Together,"$69,372.00",0,0,2/19/13,10,10,4,6,4,0,1,1,0,0,CA
2521,1971,Master,Married,"$35,178.00",1,0,1/10/13,10,1,1,2,7,1,0,0,0,0,SP
4301,1971,Master,Married,"$35,178.00",1,0,1/10/13,10,1,1,2,7,1,0,0,0,0,AUS
7381,1968,Graduation,Divorced,"$75,693.00",0,0,12/6/12,10,11,4,6,4,0,1,1,1,0,SP
2407,1982,Graduation,Married,"$69,109.00",0,0,11/9/12,10,6,6,7,4,0,0,1,0,0,US
9064,1982,Graduation,Married,"$69,109.00",0,0,11/9/12,10,6,6,7,4,0,0,1,0,0,SP
5067,1994,Graduation,Together,"$80,134.00",0,0,2/14/14,11,2,7,11,5,0,1,1,1,1,SP
10281,1970,Graduation,Divorced,"$64,713.00",1,0,2/7/14,11,5,5,7,4,0,0,0,0,0,AUS
11191,1986,Graduation,Divorced,"$41,411.00",0,0,12/7/13,11,2,1,4,6,0,0,0,0,0,SP
1994,1983,Graduation,Married,NA,1,0,11/15/13,11,1,0,2,7,0,0,0,0,0,US
2552,1955,PhD,Single,"$55,521.00",1,2,10/22/13,11,6,3,6,7,0,1,0,0,0,SP
6720,1968,Master,Together,"$43,795.00",0,1,10/16/13,11,7,3,4,7,0,1,0,0,0,SP
4557,1970,Graduation,Together,"$22,070.00",1,0,10/4/13,11,2,2,2,6,0,0,0,0,0,SA
1183,1949,Master,Married,"$36,408.00",1,1,9/21/13,11,1,0,2,6,0,0,0,0,0,GER
4186,1950,Graduation,Together,"$34,026.00",1,1,8/5/13,11,2,1,3,5,0,0,0,0,0,CA
1419,1950,Graduation,Together,"$34,026.00",1,1,8/5/13,11,2,1,3,5,0,0,0,0,0,SP
967,1976,Graduation,Married,"$46,049.00",1,1,7/21/13,11,5,2,9,7,0,0,0,0,0,SP
1048,1972,Master,Married,"$35,641.00",1,0,7/14/13,11,3,1,4,7,0,0,0,0,0,SA
9262,1984,2n Cycle,Together,"$32,414.00",0,0,7/4/13,11,1,0,3,7,1,0,0,0,0,SA
3427,1955,PhD,Married,"$59,821.00",0,1,4/12/13,11,11,2,7,8,0,0,0,0,0,SA
5892,1980,Graduation,Married,"$34,968.00",1,0,4/10/13,11,3,2,5,7,0,0,0,0,0,SA
8911,1967,PhD,Married,"$56,320.00",0,1,4/8/13,11,5,4,9,4,0,0,0,0,0,SP
6606,1969,Master,Married,"$70,091.00",1,0,3/31/13,11,5,2,10,8,0,1,0,0,0,SP
2677,1956,Graduation,Together,"$46,097.00",0,1,3/31/13,11,3,1,6,4,0,0,0,0,0,SA
252,1963,PhD,Divorced,"$41,003.00",0,0,3/17/13,11,6,2,8,6,0,0,0,0,0,SA
9860,1959,Graduation,Together,"$44,911.00",0,1,3/15/13,11,4,1,4,7,0,0,0,0,0,SP
1388,1975,Graduation,Single,"$33,249.00",1,0,2/20/13,11,2,1,3,6,0,0,0,0,0,AUS
979,1975,Graduation,Single,"$33,249.00",1,0,2/20/13,11,2,1,3,6,0,0,0,0,0,SP
7494,1950,PhD,Divorced,"$42,873.00",1,1,1/21/13,11,6,1,4,8,0,0,0,0,0,CA
10490,1969,PhD,Married,"$51,039.00",1,1,12/10/12,11,6,2,4,7,0,0,0,0,0,AUS
3403,1958,PhD,Together,"$78,952.00",0,1,9/24/12,11,2,5,12,6,0,0,0,0,0,SP
2715,1966,Master,Divorced,"$29,435.00",1,1,8/6/12,11,3,2,2,9,0,0,0,0,0,CA
4828,1954,Graduation,Divorced,"$79,865.00",0,1,6/18/14,12,5,10,5,1,0,0,0,0,0,SA
92,1988,Graduation,Alone,"$34,176.00",1,0,5/12/14,12,3,0,4,6,0,0,0,0,0,CA
3312,1988,Graduation,Single,"$34,176.00",1,0,5/12/14,12,3,0,4,6,0,0,0,0,0,IND
11176,1970,PhD,Together,"$65,968.00",0,1,5/12/14,12,5,4,7,3,0,0,0,0,0,CA
1446,1956,Master,Single,"$86,424.00",0,0,4/5/14,12,6,9,12,1,0,0,0,0,0,SA
9699,1966,Graduation,Divorced,"$67,272.00",0,1,12/21/13,12,6,2,12,5,0,0,0,0,0,SP
9790,1957,Graduation,Single,"$78,499.00",0,0,11/23/13,12,11,3,4,4,0,0,1,0,0,CA
2324,1972,Graduation,Together,"$77,044.00",0,1,10/27/13,12,7,11,11,4,1,0,0,0,0,SP
5080,1993,Graduation,Single,"$70,515.00",0,0,10/21/13,12,6,6,4,2,0,0,0,0,0,ME
4992,1975,Master,Together,"$17,459.00",1,0,9/19/13,12,3,1,2,7,0,0,0,0,0,SP
7849,1970,PhD,Married,"$80,336.00",0,0,9/9/13,12,2,9,13,1,0,0,0,0,0,SP
4808,1956,Graduation,Married,"$15,759.00",0,0,9/5/13,12,1,0,2,7,0,0,0,0,0,SP
10401,1976,2n Cycle,Together,"$26,326.00",0,0,9/4/13,12,0,0,3,3,0,0,0,0,0,GER
7793,1976,Graduation,Together,"$62,061.00",0,1,8/31/13,12,10,4,7,6,0,1,0,0,0,SP
9303,1976,Graduation,Married,"$5,305.00",0,1,7/30/13,12,1,0,0,13,0,0,0,0,0,IND
6853,1982,Master,Single,"$75,777.00",0,0,7/4/13,12,3,6,11,1,0,1,1,0,0,AUS
7366,1982,Master,Single,"$75,777.00",0,0,7/4/13,12,3,6,11,1,0,1,1,0,0,IND
9780,1971,Master,Together,"$71,499.00",0,1,6/25/13,12,8,3,13,4,0,0,0,0,0,SP
7573,1978,PhD,Single,"$31,626.00",1,0,5/10/13,12,2,1,2,7,1,0,0,0,0,GER
1379,1992,Master,Together,"$42,670.00",0,0,4/27/13,12,4,2,4,4,0,0,0,0,0,SA
8923,1973,Graduation,Single,"$83,917.00",0,0,4/18/13,12,6,7,7,3,0,0,0,0,0,SP
3547,1969,Master,Together,"$41,021.00",1,0,12/30/12,12,2,0,3,6,0,0,0,0,0,SA
8707,1956,Graduation,Married,"$79,456.00",0,0,8/22/12,12,5,6,4,3,0,0,0,0,0,SP
1891,1980,Master,Divorced,"$78,789.00",0,0,8/8/12,12,4,6,5,2,0,0,0,0,0,SP
6271,1952,PhD,Married,"$50,870.00",0,1,6/19/14,13,2,0,3,5,0,0,0,0,0,SP
9635,1983,Master,Married,"$35,876.00",0,0,4/20/14,13,3,1,3,6,0,0,0,0,0,SP
9727,1957,Graduation,Married,"$23,539.00",0,0,2/28/14,13,2,0,4,6,0,0,0,0,0,CA
6205,1967,Master,Single,"$32,557.00",1,0,2/24/14,13,2,1,3,5,0,0,0,0,0,CA
10681,1970,2n Cycle,Married,"$62,466.00",0,1,1/15/14,13,6,3,12,4,0,0,0,0,0,SP
5156,1970,2n Cycle,Married,"$62,466.00",0,1,1/15/14,13,6,3,12,4,0,0,0,0,0,SP
3050,1966,Graduation,Married,"$54,198.00",1,1,12/17/13,13,3,1,6,4,0,0,0,0,0,SP
8164,1978,PhD,Married,"$82,170.00",0,0,11/25/13,13,5,6,7,2,0,0,0,0,0,SA
5626,1964,PhD,Single,"$61,798.00",0,0,11/23/13,13,4,2,9,4,0,0,0,0,0,SP
7600,1992,Basic,Single,"$15,253.00",1,0,10/28/13,13,1,0,3,7,0,0,0,0,0,CA
6406,1988,Master,Married,"$78,285.00",0,0,10/28/13,13,6,4,10,3,0,0,0,0,0,GER
7002,1955,Graduation,Single,"$62,535.00",0,1,10/3/13,13,3,2,8,3,0,0,0,0,0,SP
8234,1973,Basic,Together,"$27,190.00",1,0,8/15/13,13,1,0,2,8,1,0,0,0,0,SP
6116,1968,2n Cycle,Married,"$48,985.00",0,1,7/5/13,13,1,1,3,3,0,0,0,0,0,SP
291,1970,Graduation,Married,"$72,940.00",0,0,6/19/13,13,3,3,6,1,0,0,0,0,0,SA
8779,1985,2n Cycle,Married,"$36,145.00",1,0,6/16/13,13,4,1,3,9,1,0,0,0,0,US
4931,1977,Graduation,Together,"$157,146.00",0,0,4/29/13,13,0,28,0,1,0,0,0,0,0,SA
1650,1960,Master,Married,"$81,843.00",0,0,4/22/13,13,5,9,12,3,0,0,0,0,0,SP
9701,1988,Graduation,Together,"$41,883.00",1,0,3/19/13,13,4,2,3,7,0,0,0,0,0,CA
6431,1964,PhD,Married,"$45,759.00",1,1,2/23/13,13,2,0,3,7,0,0,0,0,0,IND
10789,1964,PhD,Married,"$45,759.00",1,1,2/23/13,13,2,0,3,7,0,0,0,0,0,SP
5302,1986,Graduation,Together,"$78,394.00",0,0,2/15/13,13,4,6,5,2,0,0,0,0,0,SP
4459,1989,Graduation,Single,"$30,279.00",1,0,12/30/12,13,1,0,3,8,0,0,0,0,0,SP
10642,1989,Graduation,Single,"$30,279.00",1,0,12/30/12,13,1,0,3,8,0,0,0,0,0,SP
9213,1970,Graduation,Widow,"$31,880.00",1,0,10/31/12,13,1,0,2,8,0,0,0,0,0,SP
3678,1973,Graduation,Widow,"$60,208.00",1,1,10/7/12,13,8,3,7,7,0,1,0,0,0,SP
3698,1983,Graduation,Together,"$78,687.00",0,0,8/9/12,13,4,6,8,2,0,0,1,0,0,SP
5929,1973,PhD,Married,"$37,401.00",1,0,5/6/14,14,2,0,3,7,0,0,0,0,0,SP
10795,1973,PhD,Married,"$37,401.00",1,0,5/6/14,14,2,0,3,7,0,0,0,0,0,IND
4390,1954,Graduation,Together,"$75,315.00",0,1,4/15/14,14,5,4,12,2,0,0,0,0,0,SA
9362,1965,Graduation,Single,"$69,263.00",0,1,3/5/14,14,9,1,7,6,0,1,0,0,0,CA
1577,1946,Graduation,Married,"$78,569.00",0,0,2/19/14,14,4,6,4,1,0,0,1,0,0,SP
4609,1966,PhD,Married,"$57,705.00",0,1,1/11/14,14,8,1,6,6,0,0,0,0,0,SP
7143,1955,2n Cycle,Together,"$74,805.00",0,1,11/6/13,14,4,7,10,2,0,0,0,0,0,SP
1729,1961,PhD,Together,"$66,426.00",0,1,10/2/13,14,3,5,10,6,0,0,0,0,0,SP
10664,1949,Master,Widow,"$51,529.00",0,1,9/7/13,14,9,1,5,8,0,0,0,0,0,SP
5029,1946,Graduation,Married,"$18,100.00",0,0,8/6/13,14,0,0,3,5,0,0,0,0,0,SP
10507,1977,2n Cycle,Divorced,"$59,601.00",0,1,7/25/13,14,2,2,7,8,0,1,0,0,0,US
3865,1977,2n Cycle,Together,"$20,981.00",0,0,4/30/13,14,3,1,2,8,0,0,0,0,0,CA
6982,1976,Graduation,Married,"$74,068.00",0,0,3/19/13,14,4,10,9,2,0,0,0,0,0,IND
7042,1983,Graduation,Married,"$36,790.00",0,0,3/1/13,14,2,1,2,9,0,0,0,0,0,SP
9668,1971,Graduation,Married,"$18,793.00",1,0,1/12/13,14,2,0,4,8,0,0,0,0,0,SA
6878,1954,Graduation,Widow,"$27,421.00",0,0,12/12/12,14,4,1,6,7,0,0,0,0,0,SP
4099,1972,Graduation,Married,"$30,675.00",1,0,11/12/12,14,1,0,3,8,0,0,0,0,0,SP
5031,1974,Graduation,Together,"$83,145.00",0,0,9/22/12,14,5,9,11,2,0,0,1,0,0,SP
1970,1968,Master,Together,"$34,053.00",0,1,9/10/12,14,3,0,3,8,0,0,0,0,0,SP
5726,1983,Master,Single,"$31,788.00",1,0,3/20/14,15,3,0,4,5,0,0,0,0,0,SA
5231,1974,2n Cycle,Married,"$45,894.00",0,2,2/27/14,15,1,0,3,5,0,0,0,0,0,SP
1307,1978,Graduation,Divorced,"$41,986.00",0,1,2/9/14,15,3,0,4,4,0,0,0,0,0,SP
10609,1962,PhD,Married,"$42,769.00",0,1,10/12/13,15,1,1,4,4,0,0,0,0,0,CA
5782,1982,2n Cycle,Together,"$58,582.00",0,1,9/28/13,15,9,2,9,5,0,1,0,0,0,SP
7533,1964,Graduation,Married,"$49,096.00",1,1,9/24/13,15,4,1,4,7,0,0,0,0,0,CA
9493,1980,PhD,Single,"$76,412.00",0,0,5/5/13,15,5,4,8,3,0,0,1,1,0,CA
2253,1990,Graduation,Married,"$18,929.00",0,0,2/16/13,15,1,0,4,6,0,0,0,0,0,SP
2326,1990,Graduation,Married,"$18,929.00",0,0,2/16/13,15,1,0,4,6,0,0,0,0,0,SP
1876,1990,Graduation,Married,"$18,929.00",0,0,2/16/13,15,1,0,4,6,0,0,0,0,0,IND
7141,1986,Master,Single,"$21,888.00",1,0,12/29/12,15,5,1,2,10,0,0,0,0,0,SP
7393,1978,Graduation,Together,"$41,580.00",1,1,12/10/12,15,2,1,3,5,0,0,0,0,0,SP
4713,1979,PhD,Married,"$31,605.00",1,0,11/22/12,15,2,1,4,7,0,0,0,0,0,SP
5093,1974,PhD,Divorced,"$25,509.00",1,0,9/18/12,15,3,0,3,9,0,0,0,0,0,SP
8524,1974,PhD,Divorced,"$25,509.00",1,0,9/18/12,15,3,0,3,9,0,0,0,0,0,SP
3766,1959,Master,Widow,"$33,051.00",0,0,8/16/12,15,9,1,8,9,0,0,0,0,0,SP
9725,1966,PhD,Together,"$28,764.00",1,1,6/5/14,16,1,0,2,8,1,0,0,0,0,SP
8933,1983,2n Cycle,Married,"$32,146.00",1,0,5/12/14,16,2,0,4,6,0,0,0,0,0,CA
10779,1983,Graduation,Single,"$22,148.00",0,0,4/13/14,16,1,0,3,7,0,0,0,0,0,SP
9289,1979,Graduation,Married,"$36,781.00",1,0,4/10/14,16,2,1,2,8,0,0,0,0,0,SP
2613,1960,Master,Married,"$54,197.00",0,1,4/3/14,16,1,3,6,1,0,0,0,0,0,SP
10133,1970,Graduation,Single,"$93,790.00",0,0,2/12/14,16,6,7,12,2,0,1,1,1,0,CA
8443,1972,Graduation,Single,"$24,762.00",1,0,2/10/14,16,3,1,2,8,1,0,0,0,0,SA
10796,1984,Master,Married,"$30,477.00",1,0,1/22/14,16,1,1,3,6,0,0,0,0,0,IND
10241,1975,2n Cycle,Divorced,"$11,448.00",0,0,12/15/13,16,1,0,2,6,0,0,0,0,0,SP
3388,1967,Graduation,Divorced,"$70,844.00",1,1,10/30/13,16,6,1,5,7,0,0,0,0,0,GER
6507,1980,Graduation,Single,"$30,828.00",1,0,10/4/13,16,1,1,4,3,0,0,0,0,0,AUS
7446,1967,Master,Together,"$62,513.00",0,1,9/9/13,16,6,4,10,6,0,0,0,0,0,US
87,1981,2n Cycle,Married,"$27,733.00",1,0,8/26/13,16,2,0,3,7,0,0,0,0,0,GER
10477,1973,PhD,Together,"$39,435.00",1,0,8/6/13,16,3,1,2,7,0,0,0,0,0,SP
6072,1970,Master,Single,"$75,345.00",0,0,2/2/13,16,5,8,6,3,0,0,0,1,0,SP
2518,1986,2n Cycle,Together,"$20,491.00",0,0,1/25/13,16,0,1,2,7,0,0,0,0,0,GER
247,1971,Graduation,Married,"$36,715.00",1,0,11/17/12,16,7,2,4,9,0,0,0,0,0,SP
9463,1959,Graduation,Together,"$71,706.00",0,1,11/13/12,16,9,5,7,5,0,0,0,0,0,CA
1459,1966,PhD,Married,"$69,063.00",0,1,11/7/12,16,5,3,5,3,0,0,0,0,0,SP
9530,1988,Graduation,Married,"$24,645.00",1,0,11/1/12,16,1,0,2,8,0,0,0,0,0,SA
9653,1975,Graduation,Married,"$35,797.00",0,1,10/16/12,16,2,0,3,8,0,0,0,0,0,SA
10785,1969,Graduation,Married,"$44,078.00",1,1,6/19/14,17,2,0,3,5,0,0,0,0,0,SA
9392,1971,Graduation,Single,"$26,954.00",1,0,5/8/14,17,1,0,2,7,0,0,0,0,0,SP
3769,1972,PhD,Together,NA,1,0,3/2/14,17,1,0,3,7,0,0,0,0,0,AUS
10146,1972,PhD,Together,"$38,887.00",1,0,3/2/14,17,1,0,3,7,0,0,0,0,0,AUS
4741,1974,2n Cycle,Married,"$65,463.00",1,0,1/30/14,17,6,2,9,5,0,1,0,0,0,SP
1880,1959,PhD,Together,"$53,537.00",1,1,1/30/14,17,2,1,3,5,0,0,0,0,0,IND
6471,1971,Master,Single,"$36,230.00",1,0,10/17/13,17,2,0,4,5,0,0,0,0,0,SP
5718,1950,Graduation,Married,"$80,763.00",0,0,8/15/13,17,5,11,6,3,0,0,1,1,0,SA
3478,1971,PhD,Married,"$60,585.00",1,1,6/24/13,17,7,4,9,5,0,0,0,0,0,CA
7848,1974,Graduation,Single,"$49,166.00",0,1,6/13/13,17,5,3,3,6,0,0,0,0,0,IND
7999,1955,PhD,Together,"$75,261.00",0,0,4/23/13,17,5,6,5,2,0,1,1,0,0,SP
11101,1991,Graduation,Together,"$89,891.00",0,0,4/15/13,17,11,6,8,4,0,0,1,0,0,AUS
9212,1962,Master,Married,"$72,828.00",0,1,2/14/13,17,6,3,13,7,0,0,0,0,0,SP
10983,1952,Graduation,Together,"$75,278.00",0,0,1/29/13,17,6,3,13,3,0,0,0,0,0,SA
3629,1978,Graduation,Single,"$38,557.00",1,0,12/19/12,17,3,1,3,7,0,0,0,0,0,CA
4673,1963,PhD,Married,"$81,300.00",0,1,10/30/12,17,10,3,5,5,0,0,0,1,0,SP
796,1965,2n Cycle,Divorced,"$60,161.00",0,1,10/23/12,17,11,4,8,8,0,0,0,0,0,CA
618,1977,PhD,Married,"$69,389.00",0,1,9/28/12,17,7,2,12,4,0,0,0,0,0,AUS
380,1954,Graduation,Divorced,"$64,497.00",0,1,9/10/12,17,11,4,9,8,1,0,0,0,0,SA
1092,1980,Graduation,Married,"$61,014.00",0,1,8/11/12,17,9,3,4,7,0,0,0,0,0,IND
8962,1975,Master,Married,"$44,319.00",1,1,4/17/14,18,2,0,3,5,0,0,0,0,0,SA
8207,1957,2n Cycle,Married,"$53,233.00",0,1,3/18/14,18,1,0,3,4,0,0,0,0,0,CA
6521,1954,Graduation,Together,"$77,972.00",0,0,3/18/14,18,4,6,9,1,0,0,0,0,0,SA
535,1987,Graduation,Divorced,"$81,361.00",0,0,2/25/14,18,3,10,13,1,0,0,0,0,0,GER
4608,1987,Graduation,Divorced,"$81,361.00",0,0,2/25/14,18,3,10,13,1,0,0,0,0,0,SA
11086,1984,Basic,Single,"$25,707.00",1,0,1/18/14,18,1,0,3,7,0,0,0,0,0,SP
1064,1971,PhD,Married,"$42,403.00",1,0,12/11/13,18,1,0,3,8,0,0,0,0,0,SP
7000,1972,2n Cycle,Single,"$65,704.00",0,0,10/13/13,18,2,10,10,1,0,0,0,0,0,GER
1581,1980,Graduation,Married,"$37,406.00",1,0,10/10/13,18,1,0,2,8,0,0,0,0,0,SP
7384,1951,Master,Together,"$39,767.00",0,0,7/21/13,18,7,1,7,8,0,0,0,0,0,SP
10552,1979,2n Cycle,Married,"$54,210.00",0,1,5/20/13,18,4,1,7,5,0,0,0,0,0,SP
6409,1967,Graduation,Divorced,"$57,136.00",0,0,5/18/13,18,7,5,7,6,0,0,0,0,0,SA
9507,1975,Graduation,Married,"$40,794.00",0,1,4/7/13,18,6,3,5,7,0,0,0,0,0,SP
9560,1965,Graduation,Together,"$83,003.00",0,0,3/3/13,18,7,6,8,3,0,0,1,0,0,SP
10991,1960,Master,Married,"$89,058.00",0,0,12/7/12,18,5,4,4,2,0,0,0,0,0,CA
4712,1991,2n Cycle,Together,"$20,193.00",0,0,11/28/12,18,1,1,4,4,0,0,0,0,0,SP
11056,1974,Graduation,Married,"$72,099.00",0,0,10/27/12,18,3,4,10,1,0,0,0,0,0,SP
7414,1971,Graduation,Married,"$43,824.00",1,1,9/15/12,18,3,1,4,8,0,0,0,0,0,SP
3076,1975,Graduation,Together,"$66,653.00",1,1,9/7/12,18,4,2,12,3,0,0,0,0,0,AUS
6355,1978,Graduation,Married,"$44,359.00",1,1,6/17/14,19,2,0,4,3,0,0,0,0,0,SP
7959,1961,Graduation,Married,"$79,410.00",0,0,5/29/14,19,3,2,5,1,0,0,0,0,0,SP
5512,1977,Master,Married,"$55,842.00",0,1,5/23/14,19,7,1,8,5,0,0,0,0,0,SP
10102,1966,Graduation,Widow,"$79,946.00",0,0,5/12/14,19,5,11,5,3,0,0,0,0,0,SA
9369,1979,2n Cycle,Single,"$88,194.00",0,1,3/19/14,19,11,10,10,5,1,0,0,1,0,GER
3711,1944,Master,Married,"$80,184.00",0,0,3/1/14,19,6,3,10,3,0,0,1,1,0,SP
6931,1967,Graduation,Divorced,"$76,982.00",0,0,2/15/14,19,8,3,4,4,0,0,1,0,0,SP
9596,1980,PhD,Single,"$65,295.00",0,0,12/23/13,19,3,3,13,2,0,0,0,0,0,US
2727,1973,Graduation,Together,"$57,100.00",0,0,12/4/13,19,3,3,6,3,0,0,0,0,0,SA
8416,1981,Graduation,Married,"$29,009.00",1,0,11/29/13,19,2,0,3,6,0,0,0,0,0,US
3967,1971,PhD,Married,"$78,931.00",0,0,10/25/13,19,2,8,13,1,0,0,0,0,0,CA
2139,1975,Master,Married,"$7,500.00",1,0,10/2/13,19,2,0,3,5,0,0,0,0,0,AUS
2162,1976,Graduation,Married,"$56,939.00",0,1,9/18/13,19,3,3,10,3,0,0,0,0,0,SP
9242,1990,Graduation,Single,"$64,509.00",0,0,8/17/13,19,6,3,9,4,1,0,0,0,0,SA
10595,1990,Graduation,Married,"$30,093.00",0,0,7/8/13,19,2,0,3,7,0,0,0,0,0,SP
4855,1974,PhD,Together,"$30,351.00",1,0,6/6/13,19,3,0,2,9,0,0,0,0,0,US
5049,1974,PhD,Together,"$30,351.00",1,0,6/6/13,19,3,0,2,9,0,0,0,0,0,SP
4967,1960,PhD,Together,"$38,201.00",0,1,3/29/13,19,5,1,5,8,0,0,0,0,0,SA
5255,1986,Graduation,Single,NA,1,0,2/20/13,19,27,0,0,1,0,0,0,0,0,AUS
9215,1980,PhD,Married,"$43,974.00",1,0,12/12/12,19,6,4,6,7,0,0,0,0,0,CA
3525,1970,Graduation,Together,"$38,200.00",1,1,12/7/12,19,1,0,2,7,0,0,0,0,0,SP
3619,1960,2n Cycle,Divorced,"$87,305.00",0,0,9/23/12,19,5,3,8,2,0,0,1,0,0,AUS
4415,1961,Graduation,Married,"$16,860.00",1,1,9/12/12,19,1,1,3,7,0,0,0,0,0,SP
3645,1972,PhD,Single,"$27,213.00",1,0,8/30/12,19,2,0,4,8,0,0,0,0,0,SP
4692,1976,Graduation,Married,"$7,500.00",1,0,8/1/12,19,4,1,2,9,1,0,0,0,0,AUS
3955,1965,Graduation,Divorced,"$4,861.00",0,0,6/22/14,20,0,0,0,14,0,0,0,0,0,SA
5313,1971,Master,Married,"$38,196.00",1,1,4/18/14,20,2,0,4,5,0,0,0,0,0,SP
7196,1950,PhD,Married,"$41,145.00",1,1,2/8/14,20,0,0,3,3,0,0,0,0,0,CA
1381,1982,PhD,Single,"$38,513.00",1,0,1/28/14,20,6,1,5,8,0,0,0,0,0,SP
10951,1968,Graduation,Married,"$45,688.00",0,1,1/25/14,20,3,1,8,4,0,1,0,0,0,SP
4322,1958,PhD,Together,"$77,863.00",0,0,11/27/13,20,4,5,10,2,0,0,0,0,0,SP
7444,1969,Master,Married,"$42,169.00",1,1,10/19/13,20,1,0,3,8,0,0,0,0,0,SP
2942,1964,Graduation,Single,"$45,906.00",0,1,5/7/13,20,5,4,4,5,1,0,0,0,0,SP
2874,1988,2n Cycle,Divorced,"$35,388.00",1,0,3/7/13,20,1,0,3,7,0,0,0,0,0,SA
3667,1969,Graduation,Married,"$80,952.00",0,0,2/28/13,20,8,5,11,8,0,1,1,1,0,GER
3697,1954,Graduation,Together,"$39,898.00",0,1,2/12/13,20,3,0,4,7,0,0,0,0,0,CA
9955,1954,Graduation,Together,"$39,898.00",0,1,2/12/13,20,3,0,4,7,0,0,0,0,0,SP
5320,1973,Master,Divorced,"$44,051.00",1,1,1/29/13,20,3,1,4,6,0,0,0,0,0,SA
6422,1954,Graduation,Married,"$86,718.00",0,0,1/17/13,20,5,6,5,2,0,0,0,0,0,IND
3690,1986,Master,Married,"$80,141.00",0,0,1/11/13,20,7,4,10,6,0,0,1,0,0,SP
2408,1976,Graduation,Married,"$58,597.00",1,1,11/20/12,20,7,4,9,7,0,0,0,0,0,IND
9260,1945,PhD,Married,"$70,356.00",0,0,11/5/12,20,10,6,9,6,0,0,0,0,0,CA
9648,1967,Graduation,Single,"$46,904.00",1,1,11/3/12,20,5,1,4,8,0,0,0,0,0,SP
4939,1946,Graduation,Together,"$37,760.00",0,0,8/31/12,20,4,1,6,7,0,0,0,0,0,US
8652,1946,Graduation,Together,"$37,760.00",0,0,8/31/12,20,4,1,6,7,0,0,0,0,0,SA
4702,1964,Graduation,Single,"$61,839.00",0,0,8/12/12,20,4,8,4,8,0,0,0,0,0,SP
2587,1972,PhD,Married,"$29,791.00",1,0,5/15/14,21,2,0,3,5,0,0,0,0,0,AUS
2811,1963,PhD,Single,"$48,918.00",1,1,4/12/14,21,1,0,4,4,0,0,0,0,0,SP
9150,1963,PhD,Single,"$48,918.00",1,1,4/12/14,21,1,0,4,4,0,0,0,0,0,SP
10127,1965,Graduation,Married,"$58,692.00",0,1,4/6/14,21,8,2,4,7,0,0,0,0,0,CA
5493,1976,Graduation,Married,"$39,356.00",1,1,3/19/14,21,1,0,2,6,1,0,0,0,0,SP
2666,1972,Master,Married,"$76,234.00",0,1,2/6/14,21,8,3,11,3,0,1,0,0,0,CA
10099,1984,Graduation,Married,"$55,434.00",1,0,10/5/13,21,5,3,13,4,0,0,0,0,0,SA
10562,1946,Master,Married,"$66,835.00",0,0,9/28/13,21,6,4,13,2,0,0,0,0,0,IND
7881,1946,Master,Married,"$66,835.00",0,0,9/28/13,21,6,4,13,2,0,0,0,0,0,SP
6721,1951,Graduation,Married,"$71,965.00",0,1,7/29/13,21,6,3,5,3,0,0,0,0,0,CA
5204,1971,Graduation,Together,"$74,538.00",0,0,6/29/13,21,8,8,5,3,0,0,1,0,0,SP
5209,1954,Graduation,Divorced,"$50,002.00",0,1,6/17/13,21,8,2,7,7,0,0,0,0,0,SA
10128,1958,Graduation,Together,"$53,977.00",0,1,6/8/13,21,5,5,12,5,0,0,0,0,0,CA
9284,1958,Graduation,Together,"$53,977.00",0,1,6/8/13,21,5,5,12,5,0,0,0,0,0,SP
8643,1971,Graduation,Together,"$69,930.00",0,0,5/26/13,21,4,5,12,3,0,0,0,0,0,IND
1685,1967,PhD,Together,"$62,981.00",0,0,3/17/13,21,4,5,13,3,0,1,0,0,0,CA
2877,1974,Master,Together,"$46,014.00",1,1,1/21/13,21,7,1,8,7,0,0,0,0,0,SA
8369,1987,Graduation,Together,"$18,227.00",1,0,11/8/12,21,0,1,2,8,0,0,0,0,0,SP
6233,1976,Graduation,Married,"$65,991.00",0,1,9/7/12,21,9,5,10,7,0,0,0,0,0,SP
195,1972,Graduation,Single,"$38,808.00",1,0,8/26/12,21,5,1,4,8,1,0,0,0,0,SP
1501,1982,PhD,Married,"$160,803.00",0,0,8/4/12,21,0,28,1,0,0,0,0,0,0,US
10846,1978,Master,Married,"$43,783.00",1,0,5/29/14,22,7,1,8,7,1,0,0,0,0,CA
8341,1969,PhD,Married,"$30,396.00",1,0,4/30/14,22,1,1,2,7,1,0,0,0,0,SP
10766,1964,PhD,Married,"$65,526.00",0,1,4/11/14,22,4,4,8,2,0,0,0,0,0,SP
9971,1964,PhD,Married,"$65,526.00",0,1,4/11/14,22,4,4,8,2,0,0,0,0,0,SA
1740,1944,Graduation,Married,"$55,956.00",0,0,4/7/14,22,7,3,4,4,0,1,0,0,0,SP
8737,1978,Graduation,Divorced,"$55,563.00",0,1,4/5/14,22,2,0,3,3,0,0,0,0,0,SP
6466,1965,PhD,Married,"$57,236.00",1,1,3/12/14,22,2,1,4,3,0,0,0,0,0,SP
